country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,record_keeping_ord,financial_formality_index,insurance_coverage_score,attitude_optimism_score,financial_access_score,has_insurance_bin,medical_insurance_bin,funeral_insurance_bin,motor_vehicle_insurance_bin,has_credit_card_bin,insurance_count,insurance_age,insurance_ratio,profit_margin,has_loan_account_bin,debt_ratio,age_country,owner_age_country_A,owner_age_country_B,owner_age_country_C,insurance_country,has_insurance_country_D,total_economic_capacity,cash_flow_ratio,credit_intensity,digital_finance_score,financial_strength_index,financial_access_country,high_compliance_record,insurance_country_weighted
D,90,Yes,No,No,Don't know,Don't know,100.0,1800.0,3000.0,20.0,Never had,Unknown,Unknown,No,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Don't know,Do not know / N‎/A,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,0.0,Never had,Never had,Yes,Unknown,Unknown,0.0,0,0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999998666667,,0.0,360,0,0,0,0.0,0.0,3100.0,1.665741254858412,1,0,1,0.0,0,0.0
D,42,Yes,Don’t know or N/A,No,No,Yes,250.0,1620.0,3000.0,3.0,Never had,Unknown,Unknown,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,0.0,Never had,Never had,Yes,Unknown,Unknown,0.0,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4599999998466667,,0.0,168,0,0,0,0.0,0.0,3250.0,1.8507094386181369,1,0,1,0.0,0,0.0
D,37,Yes,No,Don’t know,No,Don't know,200.0,7200.0,16800.0,8.0,Never had,Unknown,Unknown,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,0.0,Have now,Never had,Unknown,Unknown,Unknown,3.0,0,1,1.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,37.0,0.2,0.5714285713945578,,0.0,148,0,0,0,0.0,0.0,17000.0,2.333009304263297,0,0,1,0.0,0,0.7
D,52,Yes,Yes,Don’t know,Yes,Yes,1800.0,900.0,1800.0,20.0,Never had,Unknown,Unknown,Yes,Male,No,Yes,Never had,No,No,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,0.0,Never had,Never had,Unknown,Unknown,Unknown,1.0,0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999997222222,,0.0,208,0,0,0,0.0,0.0,3600.0,1.997780244173141,0,0,1,0.0,0,0.0
D,35,Yes,No,No,Yes,Yes,100.0,600.0,960.0,8.0,Never had,Unknown,Unknown,Yes,Female,No,No,Never had,No,Yes,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,0.0,Never had,Have now,Yes,Unknown,Unknown,1.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,35.0,0.2,0.374999999609375,,0.0,140,0,0,0,0.0,0.0,1060.0,1.5973377703826954,0,0,1,0.0,0,0.7
D,37,Yes,Don’t know or N/A,Don’t know,Don't know,Don't know,80.0,180.0,1080.0,2.0,Never had,Unknown,Yes,No,Female,"Yes, sometimes",Yes,Never had,No,Don't know,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,0.0,Never had,Never had,Yes,Unknown,Unknown,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333325617283,,0.0,148,0,0,0,0.0,0.0,1160.0,5.966850828729282,1,0,1,0.0,0,0.0
B,57,Yes,No,No,Yes,No,136.0,70.0,136.0,24.0,Never had,Have now,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,No,Have now,Have now,0.0,1,0,1.25,2.0,,,,0.0,,0.0,0.0,0.0,0.48529411407871975,,0.0,114,0,57,0,,,272.0,1.9154929577464788,0,0,1,0.9,0,0.0
C,47,No,No,No,Yes,Yes,200000.0,70000.0,15000.0,,Unknown,Have now,No,No,Female,No,Yes,Never had,Yes,Yes,Yes,No,Unknown,Yes,No,Yes,Never had,Never had,Never had,No,7.0,Unknown,Unknown,Yes,Unknown,Unknown,2.0,1,0,1.5,2.0,0.0,,,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,141,0,0,47,0.0,0.0,215000.0,0.21428265310495564,0,0,0,0.8,0,0.0
B,55,Yes,No,No,No,Yes,20000.0,9000.0,20000.0,3.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Used to have but don’t have now,Have now,Have now,Unknown,,Unknown,Unknown,Yes,Used to have but don’t have now,Used to have but don’t have now,0.0,3,0,1.25,6.0,,,,0.0,,0.0,0.0,0.0,0.5499999999725,0.0,0.0,110,0,55,0,,,40000.0,2.2219753360737697,0,2,2,2.7,0,0.0
C,50,No,No,No,Yes,Yes,660000.0,500000.0,7920000.0,10.0,Unknown,Have now,Yes,No,Male,No,Yes,Never had,No,No,Yes,No,Unknown,Yes,No,No,Never had,Never had,Never had,No,,Unknown,Unknown,No,Unknown,Unknown,1.0,1,0,1.5,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.9368686868685685,0.0,0.0,150,0,0,50,0.0,0.0,8580000.0,15.83996832006336,0,0,1,0.8,0,0.0
C,52,Don’t know or N/A,Yes,No,No,No,120000.0,85000.0,450000.0,8.0,Unknown,Never had,No,No,Male,No,No,Never had,No,No,Yes,No,Unknown,Don't know,No,No,Never had,Never had,Never had,Yes,,Unknown,Unknown,No,Unknown,Unknown,1.0,0,0,0.75,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.8111111111093087,0.0,0.0,156,0,0,52,0.0,0.0,570000.0,5.2940553640545405,0,0,1,0.0,0,0.0
C,37,Don’t know or N/A,Yes,No,No,Yes,780000.0,840000.0,6240000.0,8.0,Unknown,Never had,No,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,Unknown,Yes,Yes,No,Never had,Never had,Never had,Yes,,Unknown,Unknown,No,Unknown,Unknown,1.0,0,0,1.25,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.8653846153844766,0.0,0.0,111,0,0,37,0.0,0.0,7020000.0,7.428562585044542,1,0,1,0.0,0,0.0
C,32,Yes,Yes,Yes,Yes,Yes,150000.0,500000.0,28800000.0,9.0,Unknown,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,Yes,Yes,Yes,No,Unknown,No,Yes,No,Never had,Never had,Have now,Yes,,Unknown,Unknown,Yes,Never had,Never had,2.0,2,0,1.5,4.0,0.0,,,,0.0,0.0,0.0,0.0,0.9826388888888549,0.0,0.0,96,0,0,32,0.0,0.0,28950000.0,57.5998848002304,1,1,1,1.6,0,0.0
B,18,Yes,Yes,No,Yes,No,268.0,238.0,668.0,2.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Don't know,Yes,No,Yes,Unknown,Unknown,Unknown,Yes,,Unknown,Unknown,Yes,Never had,Used to have but don’t have now,0.0,1,0,1.5,2.0,,,,0.0,,0.0,0.0,0.0,0.6437125738866578,,0.0,36,0,18,0,,,936.0,2.794979079497908,0,0,1,0.9,0,0.0
C,46,Yes,Yes,No,Don't know,Don't know,1008000.0,100000.0,84000.0,8.0,Unknown,Have now,No,No,Male,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,Unknown,Don't know,Yes,No,Never had,Never had,Never had,No,,Unknown,Unknown,Yes,Unknown,Unknown,1.0,1,0,1.5,2.0,0.0,,,,0.0,0.0,0.0,0.0,-0.19047619047392292,0.0,0.0,138,0,0,46,0.0,0.0,1092000.0,0.8399916000839992,1,0,0,0.8,0,0.0
A,64,Yes,No,Yes,No,Yes,7000.0,10000.0,17000.0,10.0,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,Yes,Yes,Yes,Yes,Never had,Have now,Have now,Unknown,2.0,Never had,Have now,Unknown,Never had,Used to have but don’t have now,3.0,3,1,1.75,6.0,0.0,0.0,1.0,0.0,0.0,1.0,64.0,0.2,0.41176470585813146,0.0,0.0,64,64,0,0,0.0,0.0,24000.0,1.6998300169983003,1,2,2,3.0,1,1.0
D,23,No,Yes,No,No,Yes,150.0,3600.0,18000.0,3.0,Never had,Unknown,Unknown,Yes,Male,"Yes, sometimes",No,Never had,"Yes, always",No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,0.0,Never had,Never had,Unknown,Unknown,Unknown,3.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7999999999555555,,0.0,92,0,0,0,0.0,0.0,18150.0,4.998611496806443,1,0,1,0.0,0,0.0
B,31,No,No,No,Don't know,No,3600.0,300.0,1600.0,5.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,No,Yes,Used to have but don’t have now,Used to have but don’t have now,Never had,Unknown,,Unknown,Unknown,No,Used to have but don’t have now,Used to have but don’t have now,0.0,1,0,1.0,2.0,,,,0.0,,0.0,0.0,0.0,0.8124999994921874,0.0,0.0,62,0,31,0,,,5200.0,5.3156146179401995,0,0,1,0.9,0,0.0
C,37,Don’t know or N/A,Yes,No,Don't know,No,8500000.0,68000000.0,70000000.0,4.0,Unknown,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,Unknown,Don't know,Yes,No,Never had,Never had,Never had,No,,Unknown,Unknown,No,Unknown,Unknown,1.0,1,0,1.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.028571428571428165,0.0,0.0,111,0,0,37,0.0,0.0,78500000.0,1.0294117495674742,1,0,1,0.8,0,0.0
C,30,Don’t know or N/A,No,No,Don't know,Yes,90000.0,45000.0,17000.0,6.0,Unknown,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,Unknown,Yes,Yes,No,Never had,Never had,Never had,No,,Unknown,Unknown,No,Used to have but don’t have now,Used to have but don’t have now,2.0,1,0,1.25,2.0,0.0,,,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,90,0,0,30,0.0,0.0,107000.0,0.37776938290260215,1,0,0,0.8,0,0.0
C,32,Don’t know or N/A,No,No,Don't know,Yes,90000.0,40000.0,85000.0,9.0,Unknown,Never had,No,No,Female,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Yes,No,Unknown,Yes,No,No,Never had,Never had,Never had,Yes,,Unknown,Unknown,Yes,Unknown,Unknown,1.0,0,0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.529411764699654,0.0,0.0,96,0,0,32,0.0,0.0,175000.0,2.124946876328092,1,0,1,0.0,0,0.0
B,60,Yes,Yes,No,No,Yes,8000.0,8000.0,97.0,4.0,Never had,Have now,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Yes,Yes,Used to have but don’t have now,Used to have but don’t have now,Have now,Yes,,Unknown,Unknown,No,Used to have but don’t have now,Used to have but don’t have now,0.0,2,0,1.5,4.0,,,,0.0,,0.0,0.0,0.0,-1.0,0.0,0.0,120,0,60,0,,,8097.0,0.012123484564429446,0,1,0,1.8,0,0.0
B,27,Yes,Yes,No,Don't know,Yes,500.0,150.0,500.0,3.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,No,Used to have but don’t have now,Used to have but don’t have now,0.0,1,0,1.5,2.0,,,,0.0,,0.0,0.0,0.0,0.6999999986000001,,0.0,54,0,27,0,,,1000.0,3.3112582781456954,0,0,1,0.9,0,0.0
D,44,Yes,Yes,No,Don't know,No,650.0,4800.0,12960.0,6.0,Never had,Unknown,Unknown,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",Don't know,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,0.0,Never had,Never had,Yes,Unknown,Unknown,3.0,0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6296296295810471,,0.0,176,0,0,0,0.0,0.0,13610.0,2.699437617163091,1,0,1,0.0,0,0.0
D,51,Yes,No,Yes,No,No,1119.0,44772.0,268656.0,32.0,Have now,Have now,Unknown,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,0.0,Never had,Have now,Unknown,Unknown,Unknown,3.0,1,2,1.25,2.0,1.0,0.0,1.0,1.0,0.0,3.0,153.0,0.6,0.8333482222588241,,0.0,204,0,0,0,4.0,1.0,269775.0,6.000402028007951,1,0,1,0.7,1,2.0999999999999996
D,28,Yes,No,No,Yes,Yes,100.0,600.0,1800.0,2.0,Never had,Unknown,Unknown,Yes,Male,No,Yes,Never had,"Yes, sometimes",Yes,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,2.0,Never had,Never had,Unknown,Unknown,Unknown,0.0,0,0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666662962962,,0.0,112,0,0,0,0.0,0.0,1900.0,2.995008319467554,0,0,1,0.0,0,0.0
C,32,Don’t know or N/A,No,No,No,Yes,42000.0,25000.0,40000.0,3.0,Unknown,Never had,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,Yes,No,Unknown,Yes,Yes,No,Never had,Never had,Never had,Yes,,Unknown,Unknown,Yes,Unknown,Unknown,1.0,0,0,1.25,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.374999999990625,0.0,0.0,96,0,0,32,0.0,0.0,82000.0,1.5999360025598977,1,0,1,0.0,0,0.0
D,45,Don’t know or N/A,No,No,Don't know,Yes,300.0,2400.0,6000.0,2.0,Have now,Unknown,Unknown,Yes,Female,No,Yes,Never had,"Yes, sometimes",Don't know,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,10.0,Used to have but don’t have now,Have now,Unknown,Unknown,Unknown,0.0,0,2,0.75,0.0,1.0,1.0,1.0,1.0,0.0,4.0,180.0,0.8,0.5999999999,,0.0,180,0,0,0,4.0,1.0,6300.0,2.4989587671803415,0,0,1,0.0,0,2.8
B,73,No,No,No,No,Yes,400.0,360.0,400.0,10.0,Never had,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,No,Used to have but don’t have now,Used to have but don’t have now,0.0,0,0,1.0,0.0,,,,0.0,,0.0,0.0,0.0,0.09999999975,,0.0,146,0,73,0,,,800.0,1.10803324099723,0,0,1,0.0,0,0.0
A,58,Yes,Yes,No,No,Yes,9000.0,5000.0,9000.0,5.0,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,Unknown,3.0,Never had,Never had,Unknown,Have now,Have now,0.0,0,0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444443950617,0.0,0.0,58,58,0,0,0.0,0.0,18000.0,1.799640071985603,1,0,1,0.0,0,0.0
D,52,Yes,Yes,No,Don't know,Don't know,240.0,2400.0,4320.0,6.0,Never had,Unknown,Unknown,No,Female,No,Yes,Never had,"Yes, sometimes",Don't know,Do not know / N‎/A,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,0.0,Never had,Never had,Unknown,Unknown,Unknown,0.0,0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44444444434156377,,0.0,208,0,0,0,0.0,0.0,4560.0,1.799250312369846,0,0,1,0.0,0,0.0
A,59,Yes,Yes,No,Yes,Yes,600.0,300.0,900.0,25.0,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,No,No,No,Yes,Yes,Yes,Never had,Never had,Have now,Unknown,3.0,Never had,Never had,Unknown,Never had,Used to have but don’t have now,0.0,2,0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666659259259,0.0,0.0,59,59,0,0,0.0,0.0,1500.0,2.990033222591362,1,1,1,2.0,0,0.0
A,73,Yes,No,No,Yes,Yes,500.0,50.0,500.0,1.0,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,Don't know,Yes,Unknown,Unknown,Never had,Never had,Never had,Unknown,10.0,Never had,Never had,Unknown,Never had,Never had,1.0,0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999982,0.0,0.0,73,73,0,0,0.0,0.0,1000.0,9.803921568627452,1,0,1,0.0,0,0.0
A,36,Yes,No,No,Yes,No,8100.0,7000.0,20000.0,9.0,Never had,Have now,0,No,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,No,No,No,Yes,Unknown,Yes,Used to have but don’t have now,Have now,Have now,Unknown,3.0,Never had,Never had,Unknown,Never had,Never had,0.0,3,0,1.75,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6499999999675,0.0,0.0,36,36,0,0,0.0,0.0,28100.0,2.8567347521782605,1,2,2,3.0,0,0.0
C,29,Don’t know or N/A,No,No,No,No,150000.0,27000.0,30000.0,2.0,Unknown,Have now,No,Yes,Male,No,No,Never had,No,No,Yes,No,Unknown,Yes,Yes,Yes,Never had,Never had,Never had,Yes,,Unknown,Unknown,Yes,Unknown,Unknown,1.0,1,0,1.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.09999999999666667,0.0,0.0,87,0,0,29,0.0,0.0,180000.0,1.1110699603718381,0,0,1,0.8,0,0.0
D,42,Yes,No,No,No,Yes,300.0,6000.0,18000.0,12.0,Have now,Have now,Unknown,Yes,Female,No,No,Never had,"Yes, always",No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,2.0,Have now,Have now,Unknown,Unknown,Unknown,3.0,1,3,1.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,126.0,0.6,0.6666666666296296,,0.0,168,0,0,0,0.0,0.0,18300.0,2.9995000833194467,0,0,1,0.7,0,2.0999999999999996
C,40,Don’t know or N/A,Yes,No,No,Don't know,600000.0,40000.0,50000.0,3.0,Unknown,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,Yes,No,Unknown,Yes,Yes,Yes,Never had,Never had,Never had,No,,Unknown,Unknown,Yes,Unknown,Unknown,1.0,1,0,1.5,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.199999999996,0.0,0.0,120,0,0,40,0.0,0.0,650000.0,1.2499687507812305,1,0,1,0.8,0,0.0
A,30,Yes,Yes,No,No,No,7500.0,5000.0,7500.0,1.0,Never had,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,Don't know,Yes,Unknown,Yes,Never had,Never had,Never had,Unknown,10.0,Never had,Have now,Unknown,Never had,Never had,0.0,0,1,1.75,0.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,0.2,0.33333333328888887,0.0,0.0,30,30,0,0,0.0,0.0,15000.0,1.4997000599880024,1,0,1,0.0,0,1.0
C,37,No,No,Yes,No,Yes,780000.0,7200000.0,9360000.0,2.0,Unknown,Have now,No,No,Male,No,No,Never had,Yes,No,Yes,No,Unknown,Yes,Yes,No,Never had,Never had,Never had,No,,Unknown,Unknown,Yes,Unknown,Unknown,2.0,1,0,1.25,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.2307692307692061,0.0,0.0,111,0,0,37,0.0,0.0,10140000.0,1.2999998194444695,0,0,1,0.8,0,0.0
D,59,Yes,No,No,Yes,Yes,50.0,1440.0,6720.0,5.0,Never had,Unknown,Unknown,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,6.0,Never had,Never had,Unknown,Unknown,Unknown,0.0,0,0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142855973639,,0.0,236,0,0,0,0.0,0.0,6770.0,4.663428174878557,1,0,1,0.0,0,0.0
A,32,No,No,Yes,No,Yes,5000.0,7000.0,9000.0,4.0,Never had,Have now,0,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Unknown,Unknown,Never had,Never had,Never had,Unknown,11.0,Never had,Never had,Unknown,Have now,Never had,3.0,1,0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222219753085,0.0,0.0,32,32,0,0,0.0,0.0,14000.0,1.2855306384802172,0,0,1,1.0,1,0.0
D,32,Yes,Don’t know or N/A,Yes,Don't know,Yes,600.0,3000.0,7200.0,5.0,Never had,Unknown,Unknown,No,Male,"Yes, always",No,Never had,"Yes, always",Don't know,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,6.0,Never had,Never had,Unknown,Unknown,Unknown,3.0,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333332523147,,0.0,128,0,0,0,0.0,0.0,7800.0,2.3992002665778074,1,0,1,0.0,1,0.0
D,39,Yes,No,No,Yes,Yes,500.0,2400.0,6000.0,1.0,Never had,Unknown,Unknown,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,0.0,Never had,Never had,Unknown,Unknown,Unknown,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999999999,,0.0,156,0,0,0,0.0,0.0,6500.0,2.4989587671803415,1,0,1,0.0,0,0.0
B,29,Yes,No,No,Yes,Yes,7650.0,5000.0,5650.0,5.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,No,Yes,Unknown,Unknown,Unknown,Yes,,Unknown,Unknown,Yes,Used to have but don’t have now,Used to have but don’t have now,0.0,1,0,1.25,2.0,,,,0.0,,0.0,0.0,0.0,0.1150442477672488,,0.0,58,0,29,0,,,13300.0,1.129774045190962,0,0,1,0.9,0,0.0
D,29,No,No,No,No,Yes,90.0,1200.0,2040.0,10.0,Never had,Unknown,Unknown,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,2.0,Never had,Never had,Yes,Unknown,Unknown,0.0,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4117647056805075,,0.0,116,0,0,0,0.0,0.0,2130.0,1.6985845129059118,1,0,1,0.0,0,0.0
B,65,Yes,Yes,No,Yes,Yes,200.0,100.0,200.0,27.0,Never had,Have now,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Yes,Used to have but don’t have now,Used to have but don’t have now,0.0,1,0,1.25,2.0,,,,0.0,,0.0,0.0,0.0,0.4999999975,,0.0,130,0,65,0,,,400.0,1.9801980198019802,0,0,1,0.9,0,0.0
D,41,Yes,Yes,No,Don't know,Don't know,300.0,36000.0,72000.0,4.0,Never had,Unknown,Unknown,No,Male,No,No,Never had,No,Don't know,Do not know / N‎/A,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,3.0,Never had,Never had,Unknown,Unknown,Unknown,1.0,0,0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999930556,,0.0,164,0,0,0,0.0,0.0,72300.0,1.9999444459876115,0,0,1,0.0,0,0.0
C,26,Yes,No,No,No,Yes,8000.0,7000.0,1500.0,,Unknown,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,Yes,No,Yes,No,Unknown,Yes,No,Yes,Never had,Never had,Never had,No,,Unknown,Unknown,No,Never had,Never had,2.0,1,0,1.5,2.0,0.0,,,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,78,0,0,26,0.0,0.0,9500.0,0.2142551064133695,1,0,0,0.8,0,0.0
C,23,Don’t know or N/A,No,No,Don't know,Don't know,80000.0,150000.0,9600000.0,2.0,Unknown,Have now,No,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,Unknown,Yes,No,No,Never had,Never had,Never had,No,,Unknown,Unknown,Yes,Unknown,Unknown,1.0,1,0,1.25,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.9843749999998974,0.0,0.0,69,0,0,23,0.0,0.0,9680000.0,63.99957333617776,1,0,1,0.8,0,0.0
B,44,Yes,Yes,No,Yes,No,500.0,300.0,1800.0,2.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Don't know,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,,Unknown,Unknown,Yes,Used to have but don’t have now,Used to have but don’t have now,0.0,1,0,1.5,2.0,,,,0.0,,0.0,0.0,0.0,0.8333333328703704,,0.0,88,0,44,0,,,2300.0,5.980066445182724,0,0,1,0.9,0,0.0
D,37,Yes,No,No,No,Yes,100.0,960.0,3000.0,7.0,Never had,Unknown,Unknown,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,0.0,Never had,Never had,Yes,Unknown,Unknown,0.0,0,0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6799999997733334,,0.0,148,0,0,0,0.0,0.0,3100.0,3.121748178980229,1,0,1,0.0,0,0.0
C,27,Don’t know or N/A,Don’t know or N/A,No,Don't know,Don't know,400000.0,300000.0,200000.0,,Unknown,Have now,No,No,Male,No,No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,Unknown,Yes,Yes,No,Never had,Never had,Never had,No,1.0,Unknown,Unknown,Yes,Unknown,Unknown,2.0,1,0,0.75,2.0,0.0,,,,0.0,0.0,0.0,0.0,-0.4999999999975,0.0,0.0,81,0,0,27,0.0,0.0,600000.0,0.6666644444518518,0,0,0,0.8,0,0.0
